momentum_lbw,momentum_th,SSO_smoothing_factor,volume_trigger_duration,volume_power,sharpe,returns
3,0.05,4,17,3,-0.072444444,-0.016666667
3,0.05,4,17,4,-0.08862963,-0.018740741
3,0.05,4,17,5,-0.103666667,-0.014518519
3,0.05,4,25,1,-0.211481481,-0.032555556
3,0.05,4,25,2,-0.153666667,-0.024888889
3,0.05,4,25,3,-0.085,-0.015518519
3,0.05,4,25,4,-0.089592593,-0.018037037
3,0.05,4,25,5,-0.101074074,-0.014925926
3,0.12,1,1,1,0.485814815,0.212333333
3,0.12,1,1,2,0.485777778,0.157185185
3,0.12,1,1,3,0.456074074,0.119740741
3,0.12,1,1,4,0.241666667,0.067962963
3,0.12,1,1,5,0.171407407,0.054518519
3,0.12,1,9,1,0.451814815,0.201259259
3,0.12,1,9,2,0.492888889,0.198444444
3,0.12,1,9,3,0.445592593,0.146962963
3,0.12,1,9,4,0.293222222,0.095333333
3,0.12,1,9,5,0.196407407,0.074481481
3,0.12,1,17,1,0.44862963,0.190444444
3,0.12,1,17,2,0.485740741,0.177703704
3,0.12,1,17,3,0.404592593,0.124666667
3,0.12,1,17,4,0.262222222,0.067407407
3,0.12,1,17,5,0.144740741,0.038777778
3,0.12,1,25,1,0.445444444,0.188925926
3,0.12,1,25,2,0.394333333,0.153925926
3,0.12,1,25,3,0.374259259,0.129333333
3,0.12,1,25,4,0.304592593,0.091296296
3,0.12,1,25,5,0.186518519,0.05662963
3,0.12,2,1,1,0.214259259,0.070555556
3,0.12,2,1,2,0.282740741,0.087333333
3,0.12,2,1,3,0.259925926,0.077888889
3,0.12,2,1,4,0.116407407,0.042
3,0.12,2,1,5,0.095481481,0.038037037
3,0.12,2,9,1,-0.001925926,0.002592593
3,0.12,2,9,2,0.155962963,0.05737037
3,0.12,2,9,3,0.111444444,0.054814815
3,0.12,2,9,4,0.062592593,0.041888889
3,0.12,2,9,5,0.079703704,0.049222222
3,0.12,2,17,1,0.014888889,0.005444444
3,0.12,2,17,2,0.084777778,0.022740741
3,0.12,2,17,3,0.056518519,0.017777778
3,0.12,2,17,4,-0.002222222,0.002259259
3,0.12,2,17,5,-0.007814815,0.007518519
3,0.12,2,25,1,0.016037037,0.004740741
3,0.12,2,25,2,0.004407407,-0.004851852
3,0.12,2,25,3,0.019851852,0.015185185
3,0.12,2,25,4,-0.035518519,0.000814815
3,0.12,2,25,5,-0.023666667,0.010740741
3,0.12,3,1,1,0.15462963,0.027074074
3,0.12,3,1,2,0.158333333,0.034444444
3,0.12,3,1,3,0.119296296,0.022333333
3,0.12,3,1,4,0.026777778,0.006185185
3,0.12,3,1,5,-0.004259259,0.008074074
3,0.12,3,9,1,-0.083962963,-0.045037037
3,0.12,3,9,2,0.009185185,-0.007296296
3,0.12,3,9,3,0.062222222,0.009148148
3,0.12,3,9,4,-0.002185185,-0.002148148
3,0.12,3,9,5,-0.016518519,-0.001851852
3,0.12,3,17,1,-0.086555556,-0.039851852
3,0.12,3,17,2,-0.079481481,-0.032592593
3,0.12,3,17,3,-0.042333333,-0.02237037
3,0.12,3,17,4,-0.065185185,-0.023851852
3,0.12,3,17,5,-0.044518519,-0.014407407
3,0.12,3,25,1,-0.085481481,-0.042074074
3,0.12,3,25,2,-0.114185185,-0.045111111
3,0.12,3,25,3,-0.050037037,-0.019407407
3,0.12,3,25,4,-0.064666667,-0.025518519
3,0.12,3,25,5,-0.031888889,-0.013962963
3,0.12,4,1,1,0.117518519,0.025592593
3,0.12,4,1,2,0.099296296,0.028925926
3,0.12,4,1,3,0.111111111,0.021518519
3,0.12,4,1,4,-0.041148148,0.008555556
3,0.12,4,1,5,-0.058148148,0.003185185
3,0.12,4,9,1,0.044962963,0.003444444
3,0.12,4,9,2,0.068666667,0.015814815
3,0.12,4,9,3,0.097037037,0.019407407
3,0.12,4,9,4,0.013851852,0.004111111
3,0.12,4,9,5,-0.041777778,-0.005037037
3,0.12,4,17,1,0.067481481,0.017703704
3,0.12,4,17,2,0.09662963,0.029703704
3,0.12,4,17,3,0.052925926,0.006222222
3,0.12,4,17,4,-0.006333333,-0.005222222
3,0.12,4,17,5,-0.046888889,-0.013703704
3,0.12,4,25,1,0.101666667,0.028518519
3,0.12,4,25,2,0.066666667,0.023444444
3,0.12,4,25,3,0.09,0.024962963
3,0.12,4,25,4,0.051,0.000148148
3,0.12,4,25,5,-0.001037037,-0.01062963
3,0.19,1,1,1,0.663296296,0.362222222
3,0.19,1,1,2,0.555925926,0.235185185
3,0.19,1,1,3,0.525037037,0.179555556
3,0.19,1,1,4,0.317703704,0.107074074
3,0.19,1,1,5,0.247481481,0.088962963
3,0.19,1,9,1,0.808259259,0.462592593
3,0.19,1,9,2,0.756481481,0.387222222
3,0.19,1,9,3,0.644222222,0.274333333
3,0.19,1,9,4,0.448333333,0.177111111
3,0.19,1,9,5,0.363,0.139518519
3,0.19,1,17,1,0.872333333,0.472481481
3,0.19,1,17,2,0.840777778,0.419666667
3,0.19,1,17,3,0.663666667,0.301074074
3,0.19,1,17,4,0.490296296,0.192851852
3,0.19,1,17,5,0.351740741,0.134592593
3,0.19,1,25,1,0.907962963,0.49862963
3,0.19,1,25,2,0.804,0.432444444
3,0.19,1,25,3,0.660185185,0.33737037
3,0.19,1,25,4,0.555444444,0.254703704
3,0.19,1,25,5,0.436777778,0.191296296
3,0.19,2,1,1,0.235888889,0.106962963
3,0.19,2,1,2,0.327185185,0.122037037
3,0.19,2,1,3,0.320333333,0.109222222
3,0.19,2,1,4,0.200148148,0.064074074
3,0.19,2,1,5,0.111333333,0.053407407
3,0.19,2,9,1,0.103185185,0.056185185
3,0.19,2,9,2,0.192444444,0.095518519
3,0.19,2,9,3,0.177777778,0.083185185
3,0.19,2,9,4,0.128,0.069259259
3,0.19,2,9,5,0.094925926,0.060703704
3,0.19,2,17,1,0.108259259,0.023111111
3,0.19,2,17,2,0.17937037,0.048518519
3,0.19,2,17,3,0.125,0.028037037
3,0.19,2,17,4,0.10537037,0.020703704
3,0.19,2,17,5,0.051814815,0.006111111
3,0.19,2,25,1,0.127037037,0.030222222
3,0.19,2,25,2,0.1,0.009037037
3,0.19,2,25,3,0.139,0.031407407
3,0.19,2,25,4,0.12462963,0.030296296
3,0.19,2,25,5,0.112925926,0.022814815
3,0.19,3,1,1,0.164555556,0.076148148
3,0.19,3,1,2,0.203148148,0.080111111
3,0.19,3,1,3,0.207222222,0.065148148
3,0.19,3,1,4,0.164333333,0.038851852
3,0.19,3,1,5,0.076185185,0.026592593
3,0.19,3,9,1,-0.023,0.008074074
3,0.19,3,9,2,0.033592593,0.033925926
3,0.19,3,9,3,0.064407407,0.040481481
3,0.19,3,9,4,0.043407407,0.027444444
3,0.19,3,9,5,0.000555556,0.014222222
3,0.19,3,17,1,-0.022111111,0.012
3,0.19,3,17,2,0.030925926,0.031407407
3,0.19,3,17,3,0.028814815,0.021481481
3,0.19,3,17,4,-0.017777778,-0.009555556
3,0.19,3,17,5,-0.031777778,-0.013444444
3,0.19,3,25,1,0.004703704,0.023518519
3,0.19,3,25,2,-0.046518519,0.006555556
3,0.19,3,25,3,-0.031296296,0.016111111
3,0.19,3,25,4,-0.027333333,0.012777778
3,0.19,3,25,5,0.001444444,0.015962963
3,0.19,4,1,1,0.121333333,0.043888889
3,0.19,4,1,2,0.13,0.054555556
3,0.19,4,1,3,0.138962963,0.039518519
3,0.19,4,1,4,0.097851852,0.014185185
3,0.19,4,1,5,0.026185185,0.005481481
3,0.19,4,9,1,0.113,0.045592593
3,0.19,4,9,2,0.101592593,0.047222222
3,0.19,4,9,3,0.124518519,0.041407407
3,0.19,4,9,4,0.065111111,0.021740741
3,0.19,4,9,5,-0.031074074,-0.002851852
3,0.19,4,17,1,0.156,0.057222222
3,0.19,4,17,2,0.147666667,0.06262963
3,0.19,4,17,3,0.176481481,0.054481481
3,0.19,4,17,4,0.071518519,0.012666667
3,0.19,4,17,5,-0.007,-0.013037037
3,0.19,4,25,1,0.190407407,0.073888889
3,0.19,4,25,2,0.127777778,0.05937037
3,0.19,4,25,3,0.192074074,0.07437037
3,0.19,4,25,4,0.16,0.048111111
3,0.19,4,25,5,0.103740741,0.024592593
3,0.26,1,1,1,0.665222222,0.423814815
3,0.26,1,1,2,0.563111111,0.292074074
3,0.26,1,1,3,0.527148148,0.227703704
3,0.26,1,1,4,0.350444444,0.150740741
3,0.26,1,1,5,0.224888889,0.125222222
3,0.26,1,9,1,0.896185185,0.589481481
3,0.26,1,9,2,0.798592593,0.481851852
3,0.26,1,9,3,0.667333333,0.341666667
3,0.26,1,9,4,0.502851852,0.238444444
3,0.26,1,9,5,0.388925926,0.184740741
3,0.26,1,17,1,0.988185185,0.601851852
3,0.26,1,17,2,0.948333333,0.529555556
3,0.26,1,17,3,0.746814815,0.373888889
3,0.26,1,17,4,0.60262963,0.263851852
3,0.26,1,17,5,0.424074074,0.183777778
3,0.26,1,25,1,1.032,0.638333333
3,0.26,1,25,2,0.902037037,0.548296296
3,0.26,1,25,3,0.768740741,0.43362963
3,0.26,1,25,4,0.646666667,0.323518519
3,0.26,1,25,5,0.520888889,0.247333333
3,0.26,2,1,1,0.160555556,0.116037037
3,0.26,2,1,2,0.286037037,0.156296296
3,0.26,2,1,3,0.235222222,0.112222222
3,0.26,2,1,4,0.148037037,0.069333333
3,0.26,2,1,5,0.071222222,0.059037037
3,0.26,2,9,1,0.035703704,0.041111111
3,0.26,2,9,2,0.130407407,0.102962963
3,0.26,2,9,3,0.101592593,0.071518519
3,0.26,2,9,4,0.100925926,0.064888889
3,0.26,2,9,5,0.064222222,0.064555556
3,0.26,2,17,1,0.040111111,0.015925926
3,0.26,2,17,2,0.113222222,0.049333333
3,0.26,2,17,3,0.092,0.027111111
3,0.26,2,17,4,0.107925926,0.016333333
3,0.26,2,17,5,0.057481481,0.008518519
3,0.26,2,25,1,0.069814815,0.032481481
3,0.26,2,25,2,0.039518519,0.012592593
3,0.26,2,25,3,0.083925926,0.025444444
3,0.26,2,25,4,0.100777778,0.030296296
3,0.26,2,25,5,0.139111111,0.048888889
3,0.26,3,1,1,-0.033037037,0.010185185
3,0.26,3,1,2,0.121444444,0.080185185
3,0.26,3,1,3,0.191222222,0.080851852
3,0.26,3,1,4,0.122814815,0.046074074
3,0.26,3,1,5,0.029259259,0.02562963
3,0.26,3,9,1,-0.113481481,-0.018185185
3,0.26,3,9,2,0.004222222,0.053703704
3,0.26,3,9,3,0.081,0.079592593
3,0.26,3,9,4,0.014703704,0.040888889
3,0.26,3,9,5,-0.078,0.016703704
3,0.26,3,17,1,-0.079888889,-0.002037037
3,0.26,3,17,2,-0.004222222,0.045444444
3,0.26,3,17,3,0.033259259,0.04662963
3,0.26,3,17,4,0.000814815,0.016555556
3,0.26,3,17,5,-0.061888889,0.001703704
3,0.26,3,25,1,-0.06262963,0.002111111
3,0.26,3,25,2,-0.065962963,0.01862963
3,0.26,3,25,3,-0.014333333,0.039740741
3,0.26,3,25,4,-0.009444444,0.035185185
3,0.26,3,25,5,-0.006814815,0.038888889
3,0.26,4,1,1,0.016,0.075777778
3,0.26,4,1,2,0.115259259,0.072444444
3,0.26,4,1,3,0.154777778,0.065703704
3,0.26,4,1,4,0.06537037,0.032962963
3,0.26,4,1,5,-0.031222222,0.017703704
3,0.26,4,9,1,0.009814815,0.079444444
3,0.26,4,9,2,0.06437037,0.072259259
3,0.26,4,9,3,0.146518519,0.082296296
3,0.26,4,9,4,0.030777778,0.031481481
3,0.26,4,9,5,-0.047074074,0.003444444
3,0.26,4,17,1,0.03337037,0.091185185
3,0.26,4,17,2,0.081666667,0.076555556
3,0.26,4,17,3,0.136888889,0.078185185
3,0.26,4,17,4,0.043962963,0.022444444
3,0.26,4,17,5,-0.007851852,-0.000111111
3,0.26,4,25,1,0.051333333,0.110111111
3,0.26,4,25,2,-0.012481481,0.022592593
3,0.26,4,25,3,0.077,0.055296296
3,0.26,4,25,4,0.063259259,0.039962963
3,0.26,4,25,5,0.069925926,0.036925926
3,0.33,1,1,1,0.619925926,0.445296296
3,0.33,1,1,2,0.577777778,0.331777778
3,0.33,1,1,3,0.525259259,0.252148148
3,0.33,1,1,4,0.361074074,0.170555556
3,0.33,1,1,5,0.198481481,0.122481481
3,0.33,1,9,1,0.865111111,0.633814815
3,0.33,1,9,2,0.757888889,0.510222222
3,0.33,1,9,3,0.653111111,0.383111111
3,0.33,1,9,4,0.485222222,0.257777778
3,0.33,1,9,5,0.370222222,0.196962963
3,0.33,1,17,1,0.961185185,0.645592593
3,0.33,1,17,2,0.926,0.572074074
3,0.33,1,17,3,0.727296296,0.414037037
3,0.33,1,17,4,0.602185185,0.297777778
3,0.33,1,17,5,0.415962963,0.206111111
3,0.33,1,25,1,1.007481481,0.680148148
3,0.33,1,25,2,0.882296296,0.593814815
3,0.33,1,25,3,0.734962963,0.464444444
3,0.33,1,25,4,0.624925926,0.360666667
3,0.33,1,25,5,0.524962963,0.281111111
3,0.33,2,1,1,-0.030925926,0.025962963
3,0.33,2,1,2,0.190407407,0.123481481
3,0.33,2,1,3,0.201481481,0.108555556
3,0.33,2,1,4,0.097333333,0.059814815
3,0.33,2,1,5,0.020407407,0.043111111
3,0.33,2,9,1,-0.186666667,-0.092666667
3,0.33,2,9,2,-0.005666667,0.028555556
3,0.33,2,9,3,0.021444444,0.038111111
3,0.33,2,9,4,0.00837037,0.025666667
3,0.33,2,9,5,0.009777778,0.035185185
3,0.33,2,17,1,-0.210740741,-0.137407407
3,0.33,2,17,2,-0.085740741,-0.062407407
3,0.33,2,17,3,-0.075666667,-0.065925926
3,0.33,2,17,4,-0.055074074,-0.062814815
3,0.33,2,17,5,-0.068111111,-0.046888889
3,0.33,2,25,1,-0.196481481,-0.139
3,0.33,2,25,2,-0.206296296,-0.139185185
3,0.33,2,25,3,-0.130148148,-0.105
3,0.33,2,25,4,-0.103925926,-0.073
3,0.33,2,25,5,-0.031037037,-0.020037037
3,0.33,3,1,1,-0.11062963,0.018925926
3,0.33,3,1,2,0.053259259,0.062925926
3,0.33,3,1,3,0.089481481,0.062962963
3,0.33,3,1,4,0.017666667,0.043592593
3,0.33,3,1,5,-0.032592593,0.035925926
3,0.33,3,9,1,-0.245,-0.073740741
3,0.33,3,9,2,-0.111777778,-0.015703704
3,0.33,3,9,3,-0.060962963,0.024074074
3,0.33,3,9,4,-0.068333333,0.026407407
3,0.33,3,9,5,-0.099037037,0.024814815
3,0.33,3,17,1,-0.250777778,-0.086185185
3,0.33,3,17,2,-0.191888889,-0.09562963
3,0.33,3,17,3,-0.125962963,-0.060333333
3,0.33,3,17,4,-0.100407407,-0.049851852
3,0.33,3,17,5,-0.145037037,-0.045740741
3,0.33,3,25,1,-0.228814815,-0.067703704
3,0.33,3,25,2,-0.253962963,-0.133555556
3,0.33,3,25,3,-0.158037037,-0.082
3,0.33,3,25,4,-0.132925926,-0.049185185
3,0.33,3,25,5,-0.086259259,-0.015296296
3,0.33,4,1,1,-0.082814815,-0.015407407
3,0.33,4,1,2,-0.002444444,0.027740741
3,0.33,4,1,3,0.034444444,0.019666667
3,0.33,4,1,4,-0.070037037,-0.011592593
3,0.33,4,1,5,-0.107296296,-0.005222222
3,0.33,4,9,1,-0.187851852,-0.040555556
3,0.33,4,9,2,-0.114074074,-0.027851852
3,0.33,4,9,3,-0.060740741,0.007740741
3,0.33,4,9,4,-0.132555556,-0.018888889
3,0.33,4,9,5,-0.165074074,-0.011444444
3,0.33,4,17,1,-0.177407407,-0.023814815
3,0.33,4,17,2,-0.15062963,-0.066814815
3,0.33,4,17,3,-0.117185185,-0.042888889
3,0.33,4,17,4,-0.140111111,-0.061962963
3,0.33,4,17,5,-0.170037037,-0.047555556
3,0.33,4,25,1,-0.162740741,-0.002592593
3,0.33,4,25,2,-0.195666667,-0.089592593
3,0.33,4,25,3,-0.098851852,-0.033037037
3,0.33,4,25,4,-0.136111111,-0.055037037
3,0.33,4,25,5,-0.081481481,0.001518519
3,0.4,1,1,1,0.517592593,0.445925926
3,0.4,1,1,2,0.530740741,0.34237037
3,0.4,1,1,3,0.498148148,0.270037037
3,0.4,1,1,4,0.317111111,0.175925926
3,0.4,1,1,5,0.177888889,0.127851852
3,0.4,1,9,1,0.708148148,0.594444444
3,0.4,1,9,2,0.664925926,0.509518519
3,0.4,1,9,3,0.574148148,0.378185185
3,0.4,1,9,4,0.424740741,0.261777778
3,0.4,1,9,5,0.341222222,0.215851852
3,0.4,1,17,1,0.809518519,0.60037037
3,0.4,1,17,2,0.780666667,0.537037037
3,0.4,1,17,3,0.581740741,0.371148148
3,0.4,1,17,4,0.478925926,0.260259259
3,0.4,1,17,5,0.335962963,0.198703704
3,0.4,1,25,1,0.856296296,0.638481481
3,0.4,1,25,2,0.741296296,0.553481481
3,0.4,1,25,3,0.631444444,0.433740741
3,0.4,1,25,4,0.506518519,0.327703704
3,0.4,1,25,5,0.427148148,0.272444444
3,0.4,2,1,1,-0.11562963,-0.027777778
3,0.4,2,1,2,0.098888889,0.101962963
3,0.4,2,1,3,0.156518519,0.101222222
3,0.4,2,1,4,0.066259259,0.055444444
3,0.4,2,1,5,0.008814815,0.056037037
3,0.4,2,9,1,-0.409814815,-0.271703704
3,0.4,2,9,2,-0.148407407,-0.053666667
3,0.4,2,9,3,-0.043481481,0.014185185
3,0.4,2,9,4,-0.075925926,0.002925926
3,0.4,2,9,5,-0.060666667,0.030777778
3,0.4,2,17,1,-0.470333333,-0.324333333
3,0.4,2,17,2,-0.321185185,-0.210925926
3,0.4,2,17,3,-0.22337037,-0.14562963
3,0.4,2,17,4,-0.196592593,-0.122925926
3,0.4,2,17,5,-0.176074074,-0.074518519
3,0.4,2,25,1,-0.451222222,-0.316037037
3,0.4,2,25,2,-0.440888889,-0.309296296
3,0.4,2,25,3,-0.296037037,-0.213074074
3,0.4,2,25,4,-0.262148148,-0.154148148
3,0.4,2,25,5,-0.165888889,-0.069111111
3,0.4,3,1,1,-0.251740741,-0.109851852
3,0.4,3,1,2,-0.060851852,0.008481481
3,0.4,3,1,3,0.013851852,0.035666667
3,0.4,3,1,4,-0.060777778,0.018814815
3,0.4,3,1,5,-0.072444444,0.02437037
3,0.4,3,9,1,-0.508111111,-0.31437037
3,0.4,3,9,2,-0.334592593,-0.178666667
3,0.4,3,9,3,-0.208296296,-0.065888889
3,0.4,3,9,4,-0.192703704,-0.047407407
3,0.4,3,9,5,-0.169518519,-0.012777778
3,0.4,3,17,1,-0.582111111,-0.35962963
3,0.4,3,17,2,-0.481703704,-0.321074074
3,0.4,3,17,3,-0.352185185,-0.215296296
3,0.4,3,17,4,-0.276666667,-0.156111111
3,0.4,3,17,5,-0.252888889,-0.109888889
3,0.4,3,25,1,-0.571518519,-0.354592593
3,0.4,3,25,2,-0.553703704,-0.387
3,0.4,3,25,3,-0.390111111,-0.278185185
3,0.4,3,25,4,-0.343888889,-0.221148148
3,0.4,3,25,5,-0.233962963,-0.114185185
3,0.4,4,1,1,-0.213592593,-0.088444444
3,0.4,4,1,2,-0.065148148,0.004740741
3,0.4,4,1,3,-0.041518519,0.007111111
3,0.4,4,1,4,-0.089074074,0.007703704
3,0.4,4,1,5,-0.102111111,0.018777778
3,0.4,4,9,1,-0.407,-0.220148148
3,0.4,4,9,2,-0.255740741,-0.121666667
3,0.4,4,9,3,-0.186259259,-0.041740741
3,0.4,4,9,4,-0.194259259,-0.042851852
3,0.4,4,9,5,-0.193814815,-0.012888889
3,0.4,4,17,1,-0.470555556,-0.243333333
3,0.4,4,17,2,-0.423296296,-0.247111111
3,0.4,4,17,3,-0.327962963,-0.165037037
3,0.4,4,17,4,-0.277851852,-0.130074074
3,0.4,4,17,5,-0.251481481,-0.073592593
3,0.4,4,25,1,-0.462407407,-0.240888889
3,0.4,4,25,2,-0.461296296,-0.298185185
3,0.4,4,25,3,-0.330185185,-0.203962963
3,0.4,4,25,4,-0.286740741,-0.153148148
3,0.4,4,25,5,-0.19162963,-0.056555556
5,0.05,1,1,1,0.207814815,0.066962963
5,0.05,1,1,2,0.247962963,0.077185185
5,0.05,1,1,3,0.239074074,0.057777778
5,0.05,1,1,4,0.130814815,0.034703704
5,0.05,1,1,5,0.097185185,0.031037037
5,0.05,1,9,1,0.119555556,0.057333333
5,0.05,1,9,2,0.243037037,0.096148148
5,0.05,1,9,3,0.214185185,0.067518519
5,0.05,1,9,4,0.148592593,0.051333333
5,0.05,1,9,5,0.072666667,0.038185185
5,0.05,1,17,1,0.098925926,0.038740741
5,0.05,1,17,2,0.174555556,0.047703704
5,0.05,1,17,3,0.144925926,0.022518519
5,0.05,1,17,4,0.070222222,0.008962963
5,0.05,1,17,5,0.015481481,-0.003148148
5,0.05,1,25,1,0.094740741,0.033111111
5,0.05,1,25,2,0.088592593,0.024074074
5,0.05,1,25,3,0.135111111,0.030962963
5,0.05,1,25,4,0.089888889,0.013111111
5,0.05,1,25,5,0.022740741,-0.000148148
5,0.05,2,1,1,0.017925926,0.003444444
5,0.05,2,1,2,0.062703704,0.015481481
5,0.05,2,1,3,0.066074074,0.015925926
5,0.05,2,1,4,0.00837037,0.007888889
5,0.05,2,1,5,0.028814815,0.008925926
5,0.05,2,9,1,-0.223185185,-0.087740741
5,0.05,2,9,2,-0.040259259,-0.028296296
5,0.05,2,9,3,-0.00162963,-0.013111111
5,0.05,2,9,4,-0.049592593,-0.014888889
5,0.05,2,9,5,-0.052814815,-0.005814815
5,0.05,2,17,1,-0.33037037,-0.111148148
5,0.05,2,17,2,-0.188851852,-0.085333333
5,0.05,2,17,3,-0.103333333,-0.053037037
5,0.05,2,17,4,-0.179296296,-0.055740741
5,0.05,2,17,5,-0.153814815,-0.039592593
5,0.05,2,25,1,-0.345148148,-0.114185185
5,0.05,2,25,2,-0.287777778,-0.10837037
5,0.05,2,25,3,-0.147481481,-0.06737037
5,0.05,2,25,4,-0.174925926,-0.062777778
5,0.05,2,25,5,-0.139962963,-0.045444444
5,0.05,3,1,1,-0.01937037,-0.001148148
5,0.05,3,1,2,-0.012740741,0.00962963
5,0.05,3,1,3,-0.014444444,0.007296296
5,0.05,3,1,4,-0.037925926,0.001925926
5,0.05,3,1,5,-0.005074074,0.00562963
5,0.05,3,9,1,-0.150666667,-0.039851852
5,0.05,3,9,2,-0.034592593,-0.01237037
5,0.05,3,9,3,0.025481481,-0.003740741
5,0.05,3,9,4,-0.03662963,-0.006740741
5,0.05,3,9,5,-0.057666667,-0.003777778
5,0.05,3,17,1,-0.225555556,-0.048
5,0.05,3,17,2,-0.108222222,-0.029111111
5,0.05,3,17,3,-0.03362963,-0.012851852
5,0.05,3,17,4,-0.106740741,-0.01962963
5,0.05,3,17,5,-0.089555556,-0.01237037
5,0.05,3,25,1,-0.226777778,-0.050148148
5,0.05,3,25,2,-0.202333333,-0.047518519
5,0.05,3,25,3,-0.093888889,-0.026407407
5,0.05,3,25,4,-0.142296296,-0.027111111
5,0.05,3,25,5,-0.119074074,-0.020111111
5,0.05,4,1,1,-0.244592593,-0.020296296
5,0.05,4,1,2,-0.040148148,7.41E-05
5,0.05,4,1,3,-0.038148148,0.002925926
5,0.05,4,1,4,-0.001962963,0.00037037
5,0.05,4,1,5,-0.013185185,-0.000592593
5,0.05,4,9,1,-0.243925926,-0.033518519
5,0.05,4,9,2,-0.155185185,-0.020740741
5,0.05,4,9,3,-0.085148148,-0.015814815
5,0.05,4,9,4,-0.089666667,-0.014185185
5,0.05,4,9,5,-0.085481481,-0.008333333
5,0.05,4,17,1,-0.246037037,-0.014740741
5,0.05,4,17,2,-0.129222222,-0.00462963
5,0.05,4,17,3,-0.106814815,-0.016296296
5,0.05,4,17,4,-0.080962963,-0.015296296
5,0.05,4,17,5,-0.076777778,-0.010814815
5,0.05,4,25,1,-0.248333333,-0.015444444
5,0.05,4,25,2,-0.192703704,-0.008740741
5,0.05,4,25,3,-0.100407407,0.002444444
5,0.05,4,25,4,-0.105555556,-0.012
5,0.05,4,25,5,-0.085148148,-0.006481481
5,0.12,1,1,1,0.525148148,0.296407407
5,0.12,1,1,2,0.451518519,0.194481481
5,0.12,1,1,3,0.444481481,0.151148148
5,0.12,1,1,4,0.241888889,0.08762963
5,0.12,1,1,5,0.172037037,0.071962963
5,0.12,1,9,1,0.662185185,0.370481481
5,0.12,1,9,2,0.632259259,0.326851852
5,0.12,1,9,3,0.539962963,0.231
5,0.12,1,9,4,0.378814815,0.158222222
5,0.12,1,9,5,0.28462963,0.120962963
5,0.12,1,17,1,0.753925926,0.383962963
5,0.12,1,17,2,0.747111111,0.351851852
5,0.12,1,17,3,0.58262963,0.248444444
5,0.12,1,17,4,0.412851852,0.156444444
5,0.12,1,17,5,0.279888889,0.106555556
5,0.12,1,25,1,0.763962963,0.388333333
5,0.12,1,25,2,0.682481481,0.349074074
5,0.12,1,25,3,0.565814815,0.277148148
5,0.12,1,25,4,0.472851852,0.206407407
5,0.12,1,25,5,0.337518519,0.144925926
5,0.12,2,1,1,0.214592593,0.105814815
5,0.12,2,1,2,0.243666667,0.103481481
5,0.12,2,1,3,0.22137037,0.091111111
5,0.12,2,1,4,0.104074074,0.052074074
5,0.12,2,1,5,0.063518519,0.044444444
5,0.12,2,9,1,0.182888889,0.093814815
5,0.12,2,9,2,0.211777778,0.10337037
5,0.12,2,9,3,0.177111111,0.083481481
5,0.12,2,9,4,0.099925926,0.053148148
5,0.12,2,9,5,0.035703704,0.038444444
5,0.12,2,17,1,0.205962963,0.09837037
5,0.12,2,17,2,0.244,0.103777778
5,0.12,2,17,3,0.186518519,0.075518519
5,0.12,2,17,4,0.095851852,0.036296296
5,0.12,2,17,5,0.012296296,0.01437037
5,0.12,2,25,1,0.228555556,0.105666667
5,0.12,2,25,2,0.196481481,0.095148148
5,0.12,2,25,3,0.211814815,0.103222222
5,0.12,2,25,4,0.156296296,0.07837037
5,0.12,2,25,5,0.09662963,0.054407407
5,0.12,3,1,1,0.145814815,0.045222222
5,0.12,3,1,2,0.170407407,0.055814815
5,0.12,3,1,3,0.139296296,0.048074074
5,0.12,3,1,4,0.066592593,0.025888889
5,0.12,3,1,5,0.046962963,0.021259259
5,0.12,3,9,1,0.048814815,0.011814815
5,0.12,3,9,2,0.084851852,0.032481481
5,0.12,3,9,3,0.08462963,0.029259259
5,0.12,3,9,4,0.02937037,0.010185185
5,0.12,3,9,5,-0.021259259,-0.004962963
5,0.12,3,17,1,0.029037037,0.012814815
5,0.12,3,17,2,0.112740741,0.03437037
5,0.12,3,17,3,0.10337037,0.025740741
5,0.12,3,17,4,0.060222222,0.004
5,0.12,3,17,5,0.010407407,-0.009222222
5,0.12,3,25,1,0.05662963,0.022296296
5,0.12,3,25,2,0.023148148,0.013888889
5,0.12,3,25,3,0.093962963,0.038740741
5,0.12,3,25,4,0.101,0.02362963
5,0.12,3,25,5,0.075444444,0.010962963
5,0.12,4,1,1,0.142666667,0.055444444
5,0.12,4,1,2,0.100444444,0.048111111
5,0.12,4,1,3,0.132185185,0.039666667
5,0.12,4,1,4,0.062814815,0.016518519
5,0.12,4,1,5,0.007740741,0.009259259
5,0.12,4,9,1,0.102407407,0.042703704
5,0.12,4,9,2,0.138592593,0.05662963
5,0.12,4,9,3,0.143814815,0.049888889
5,0.12,4,9,4,0.113407407,0.031185185
5,0.12,4,9,5,0.034148148,0.010444444
5,0.12,4,17,1,0.144703704,0.055925926
5,0.12,4,17,2,0.185259259,0.072888889
5,0.12,4,17,3,0.144444444,0.048555556
5,0.12,4,17,4,0.134444444,0.036148148
5,0.12,4,17,5,0.055555556,0.013444444
5,0.12,4,25,1,0.191555556,0.071037037
5,0.12,4,25,2,0.154444444,0.065037037
5,0.12,4,25,3,0.166888889,0.07062963
5,0.12,4,25,4,0.179222222,0.052962963
5,0.12,4,25,5,0.120111111,0.028037037
