momentum_lbw,momentum_th,SSO_smoothing_factor,volume_trigger_duration,volume_power,sharpe,returns
1,0.19,3,25,2,-0.200148148,-0.246296296
1,0.19,3,25,3,-0.144074074,-0.209148148
1,0.19,3,25,4,-0.253074074,-0.15137037
1,0.19,3,25,5,-0.248777778,-0.128814815
1,0.19,4,1,1,-0.015666667,-0.126481481
1,0.19,4,1,2,0.074851852,-0.017259259
1,0.19,4,1,3,0.130740741,0.052925926
1,0.19,4,1,4,0.042777778,0.060703704
1,0.19,4,1,5,-0.038185185,0.062296296
1,0.19,4,9,1,-0.271444444,-0.226259259
1,0.19,4,9,2,-0.114407407,-0.125
1,0.19,4,9,3,-0.055037037,-0.079333333
1,0.19,4,9,4,-0.090814815,0.005851852
1,0.19,4,9,5,-0.062851852,0.024592593
1,0.19,4,17,1,-0.308074074,-0.223555556
1,0.19,4,17,2,-0.25962963,-0.262777778
1,0.19,4,17,3,-0.236851852,-0.234148148
1,0.19,4,17,4,-0.296037037,-0.139296296
1,0.19,4,17,5,-0.236074074,-0.104925926
1,0.19,4,25,1,-0.314666667,-0.224148148
1,0.19,4,25,2,-0.349074074,-0.379851852
1,0.19,4,25,3,-0.224740741,-0.320555556
1,0.19,4,25,4,-0.244111111,-0.240703704
1,0.19,4,25,5,-0.224703704,-0.215222222
1,0.26,1,1,1,0.543518519,0.296037037
1,0.26,1,1,2,0.550925926,0.226962963
1,0.26,1,1,3,0.552,0.174555556
1,0.26,1,1,4,0.386,0.129333333
1,0.26,1,1,5,0.233296296,0.098074074
1,0.26,1,9,1,0.403814815,0.264962963
1,0.26,1,9,2,0.533222222,0.285296296
1,0.26,1,9,3,0.502444444,0.232925926
1,0.26,1,9,4,0.38837037,0.174481481
1,0.26,1,9,5,0.273703704,0.132666667
1,0.26,1,17,1,0.409592593,0.286777778
1,0.26,1,17,2,0.463407407,0.280333333
1,0.26,1,17,3,0.40962963,0.215259259
1,0.26,1,17,4,0.293888889,0.151666667
1,0.26,1,17,5,0.167111111,0.099851852
1,0.26,1,25,1,0.429259259,0.306481481
1,0.26,1,25,2,0.366037037,0.254666667
1,0.26,1,25,3,0.39662963,0.23
1,0.26,1,25,4,0.282925926,0.15862963
1,0.26,1,25,5,0.199185185,0.118407407
1,0.26,2,1,1,0.320259259,0.127481481
1,0.26,2,1,2,0.457481481,0.140444444
1,0.26,2,1,3,0.436222222,0.107222222
1,0.26,2,1,4,0.272777778,0.063555556
1,0.26,2,1,5,0.113148148,0.048
1,0.26,2,9,1,0.076851852,0.019074074
1,0.26,2,9,2,0.248037037,0.102925926
1,0.26,2,9,3,0.301777778,0.108259259
1,0.26,2,9,4,0.248814815,0.09
1,0.26,2,9,5,0.155888889,0.074037037
1,0.26,2,17,1,0.07662963,0.012037037
1,0.26,2,17,2,0.137555556,0.02637037
1,0.26,2,17,3,0.150555556,0.025222222
1,0.26,2,17,4,0.095074074,0.008703704
1,0.26,2,17,5,0.003074074,-0.011333333
1,0.26,2,25,1,0.086814815,0.022555556
1,0.26,2,25,2,0.046962963,-0.003666667
1,0.26,2,25,3,0.127333333,0.023222222
1,0.26,2,25,4,0.058074074,-0.002444444
1,0.26,2,25,5,0.019666667,-0.009851852
1,0.26,3,1,1,0.156888889,-0.023333333
1,0.26,3,1,2,0.246740741,0.006851852
1,0.26,3,1,3,0.270814815,0.05162963
1,0.26,3,1,4,0.186888889,0.040148148
1,0.26,3,1,5,0.037740741,0.027037037
1,0.26,3,9,1,-0.043592593,-0.174851852
1,0.26,3,9,2,0.12137037,-0.075851852
1,0.26,3,9,3,0.15137037,-0.04637037
1,0.26,3,9,4,0.12,0.006259259
1,0.26,3,9,5,0.032851852,-0.003777778
1,0.26,3,17,1,-0.047,-0.180111111
1,0.26,3,17,2,0.018296296,-0.147666667
1,0.26,3,17,3,0.019814815,-0.125555556
1,0.26,3,17,4,-0.00937037,-0.049962963
1,0.26,3,17,5,-0.067148148,-0.051814815
1,0.26,3,25,1,-0.03437037,-0.172740741
1,0.26,3,25,2,-0.066185185,-0.180407407
1,0.26,3,25,3,-0.005962963,-0.144407407
1,0.26,3,25,4,-0.04737037,-0.077518519
1,0.26,3,25,5,-0.069296296,-0.071074074
1,0.26,4,1,1,0.035185185,-0.124074074
1,0.26,4,1,2,0.14337037,0.000814815
1,0.26,4,1,3,0.189407407,0.076888889
1,0.26,4,1,4,0.142259259,0.083444444
1,0.26,4,1,5,-0.018555556,0.072777778
1,0.26,4,9,1,-0.132666667,-0.193592593
1,0.26,4,9,2,0.022481481,-0.095333333
1,0.26,4,9,3,0.081703704,-0.041592593
1,0.26,4,9,4,0.014555556,0.021407407
1,0.26,4,9,5,-0.009,0.034074074
1,0.26,4,17,1,-0.124888889,-0.179518519
1,0.26,4,17,2,-0.084259259,-0.211148148
1,0.26,4,17,3,-0.085,-0.183185185
1,0.26,4,17,4,-0.145703704,-0.112814815
1,0.26,4,17,5,-0.137555556,-0.08837037
1,0.26,4,25,1,-0.123148148,-0.178666667
1,0.26,4,25,2,-0.175111111,-0.350222222
1,0.26,4,25,3,-0.082074074,-0.28837037
1,0.26,4,25,4,-0.131925926,-0.228925926
1,0.26,4,25,5,-0.132777778,-0.208296296
1,0.33,1,1,1,0.626037037,0.361259259
1,0.33,1,1,2,0.587740741,0.262037037
1,0.33,1,1,3,0.570296296,0.195555556
1,0.33,1,1,4,0.423296296,0.14962963
1,0.33,1,1,5,0.268814815,0.114
1,0.33,1,9,1,0.555518519,0.38062963
1,0.33,1,9,2,0.640962963,0.367407407
1,0.33,1,9,3,0.590740741,0.292666667
1,0.33,1,9,4,0.480296296,0.224037037
1,0.33,1,9,5,0.354037037,0.168407407
1,0.33,1,17,1,0.564444444,0.40037037
1,0.33,1,17,2,0.601592593,0.380148148
1,0.33,1,17,3,0.526962963,0.293666667
1,0.33,1,17,4,0.403407407,0.215407407
1,0.33,1,17,5,0.270407407,0.150407407
1,0.33,1,25,1,0.578925926,0.419703704
1,0.33,1,25,2,0.505592593,0.355962963
1,0.33,1,25,3,0.50962963,0.312666667
1,0.33,1,25,4,0.397777778,0.236407407
1,0.33,1,25,5,0.311296296,0.183296296
1,0.33,2,1,1,0.350185185,0.168037037
1,0.33,2,1,2,0.478555556,0.177333333
1,0.33,2,1,3,0.482962963,0.140037037
1,0.33,2,1,4,0.357481481,0.090814815
1,0.33,2,1,5,0.178518519,0.064111111
1,0.33,2,9,1,0.129555556,0.066888889
1,0.33,2,9,2,0.313296296,0.157481481
1,0.33,2,9,3,0.329962963,0.141444444
1,0.33,2,9,4,0.278555556,0.10862963
1,0.33,2,9,5,0.183925926,0.084333333
1,0.33,2,17,1,0.125740741,0.056888889
1,0.33,2,17,2,0.205851852,0.086555556
1,0.33,2,17,3,0.236444444,0.087555556
1,0.33,2,17,4,0.206222222,0.061555556
1,0.33,2,17,5,0.09362963,0.026222222
1,0.33,2,25,1,0.139592593,0.069666667
1,0.33,2,25,2,0.089851852,0.037
1,0.33,2,25,3,0.207259259,0.085444444
1,0.33,2,25,4,0.159407407,0.058518519
1,0.33,2,25,5,0.107592593,0.037148148
1,0.33,3,1,1,0.087592593,-0.026
1,0.33,3,1,2,0.22237037,0.021222222
1,0.33,3,1,3,0.29237037,0.071481481
1,0.33,3,1,4,0.245777778,0.050777778
1,0.33,3,1,5,0.080518519,0.027037037
1,0.33,3,9,1,-0.073074074,-0.161259259
1,0.33,3,9,2,0.157592593,-0.022407407
1,0.33,3,9,3,0.154222222,-0.014962963
1,0.33,3,9,4,0.145592593,0.037962963
1,0.33,3,9,5,0.060481481,0.024296296
1,0.33,3,17,1,-0.129481481,-0.197407407
1,0.33,3,17,2,-0.011740741,-0.136740741
1,0.33,3,17,3,0.004148148,-0.107407407
1,0.33,3,17,4,0.035592593,-0.017481481
1,0.33,3,17,5,-0.053444444,-0.032814815
1,0.33,3,25,1,-0.117740741,-0.187666667
1,0.33,3,25,2,-0.116592593,-0.181925926
1,0.33,3,25,3,-0.018851852,-0.126555556
1,0.33,3,25,4,-0.035777778,-0.062666667
1,0.33,3,25,5,-0.071703704,-0.062259259
1,0.33,4,1,1,-0.008555556,-0.103925926
1,0.33,4,1,2,0.163962963,0.040222222
1,0.33,4,1,3,0.199888889,0.110481481
1,0.33,4,1,4,0.17,0.10737037
1,0.33,4,1,5,0.043518519,0.091592593
1,0.33,4,9,1,-0.085962963,-0.15562963
1,0.33,4,9,2,0.063037037,-0.051888889
1,0.33,4,9,3,0.115555556,-0.003851852
1,0.33,4,9,4,0.079333333,0.056333333
1,0.33,4,9,5,-0.010740741,0.046296296
1,0.33,4,17,1,-0.091888889,-0.153592593
1,0.33,4,17,2,-0.037259259,-0.168259259
1,0.33,4,17,3,0.027555556,-0.121111111
1,0.33,4,17,4,-0.04062963,-0.074074074
1,0.33,4,17,5,-0.115851852,-0.071296296
1,0.33,4,25,1,-0.084296296,-0.154296296
1,0.33,4,25,2,-0.103074074,-0.296185185
1,0.33,4,25,3,0.014814815,-0.225962963
1,0.33,4,25,4,-0.034259259,-0.175296296
1,0.33,4,25,5,-0.083074074,-0.17537037
1,0.4,1,1,1,0.620518519,0.416592593
1,0.4,1,1,2,0.641148148,0.318518519
1,0.4,1,1,3,0.601333333,0.234703704
1,0.4,1,1,4,0.45637037,0.175888889
1,0.4,1,1,5,0.304444444,0.136074074
1,0.4,1,9,1,0.588555556,0.460037037
1,0.4,1,9,2,0.667814815,0.43762963
1,0.4,1,9,3,0.612814815,0.34162963
1,0.4,1,9,4,0.50662963,0.262555556
1,0.4,1,9,5,0.366148148,0.194740741
1,0.4,1,17,1,0.621814815,0.487074074
1,0.4,1,17,2,0.66137037,0.463444444
1,0.4,1,17,3,0.572740741,0.351518519
1,0.4,1,17,4,0.471666667,0.263740741
1,0.4,1,17,5,0.332259259,0.192518519
1,0.4,1,25,1,0.642518519,0.509111111
1,0.4,1,25,2,0.575814815,0.446555556
1,0.4,1,25,3,0.545592593,0.380518519
1,0.4,1,25,4,0.454222222,0.303222222
1,0.4,1,25,5,0.357740741,0.240777778
1,0.4,2,1,1,0.254185185,0.191
1,0.4,2,1,2,0.358407407,0.198037037
1,0.4,2,1,3,0.454555556,0.188222222
1,0.4,2,1,4,0.303740741,0.131037037
1,0.4,2,1,5,0.123925926,0.096222222
1,0.4,2,9,1,0.009481481,0.04362963
1,0.4,2,9,2,0.233851852,0.180444444
1,0.4,2,9,3,0.320222222,0.194074074
1,0.4,2,9,4,0.247555556,0.146851852
1,0.4,2,9,5,0.173814815,0.124851852
1,0.4,2,17,1,-0.006592593,0.011925926
1,0.4,2,17,2,0.101222222,0.07362963
1,0.4,2,17,3,0.144740741,0.092814815
1,0.4,2,17,4,0.119740741,0.068
1,0.4,2,17,5,0.049296296,0.046777778
1,0.4,2,25,1,0.016888889,0.031185185
1,0.4,2,25,2,-0.00062963,0.023555556
1,0.4,2,25,3,0.112148148,0.072814815
1,0.4,2,25,4,0.044851852,0.03337037
1,0.4,2,25,5,0.060481481,0.058814815
1,0.4,3,1,1,-0.060777778,-0.088740741
1,0.4,3,1,2,0.136074074,0.005185185
1,0.4,3,1,3,0.222148148,0.075481481
1,0.4,3,1,4,0.233074074,0.073666667
1,0.4,3,1,5,0.074185185,0.046814815
1,0.4,3,9,1,-0.299074074,-0.288814815
1,0.4,3,9,2,-0.032962963,-0.086740741
1,0.4,3,9,3,0.02,-0.037222222
1,0.4,3,9,4,0.046592593,0.039333333
1,0.4,3,9,5,-0.043259259,0.016925926
1,0.4,3,17,1,-0.369555556,-0.34437037
1,0.4,3,17,2,-0.239481481,-0.253259259
1,0.4,3,17,3,-0.132185185,-0.154555556
1,0.4,3,17,4,-0.061333333,-0.049407407
1,0.4,3,17,5,-0.143111111,-0.058888889
1,0.4,3,25,1,-0.356925926,-0.336
1,0.4,3,25,2,-0.327074074,-0.312148148
1,0.4,3,25,3,-0.179666667,-0.196444444
1,0.4,3,25,4,-0.117296296,-0.086148148
1,0.4,3,25,5,-0.110259259,-0.068333333
1,0.4,4,1,1,-0.074555556,-0.120074074
1,0.4,4,1,2,0.101555556,0.046703704
1,0.4,4,1,3,0.199037037,0.127296296
1,0.4,4,1,4,0.122407407,0.095666667
1,0.4,4,1,5,0.026962963,0.080111111
1,0.4,4,9,1,-0.222,-0.197555556
1,0.4,4,9,2,-0.043481481,-0.059185185
1,0.4,4,9,3,0.043925926,0.004592593
1,0.4,4,9,4,0.036666667,0.055
1,0.4,4,9,5,-0.01662963,0.05537037
1,0.4,4,17,1,-0.255851852,-0.209518519
1,0.4,4,17,2,-0.179888889,-0.201407407
1,0.4,4,17,3,-0.082148148,-0.127777778
1,0.4,4,17,4,-0.07037037,-0.081185185
1,0.4,4,17,5,-0.106407407,-0.069666667
1,0.4,4,25,1,-0.250444444,-0.205
1,0.4,4,25,2,-0.275962963,-0.354703704
1,0.4,4,25,3,-0.140555556,-0.252851852
1,0.4,4,25,4,-0.110407407,-0.164777778
1,0.4,4,25,5,-0.087259259,-0.137518519
3,0.05,1,1,1,0.132074074,0.034518519
3,0.05,1,1,2,0.246703704,0.065888889
3,0.05,1,1,3,0.220851852,0.048740741
3,0.05,1,1,4,0.098296296,0.030481481
3,0.05,1,1,5,0.067814815,0.028666667
3,0.05,1,9,1,-0.072666667,-0.049851852
3,0.05,1,9,2,0.121703704,0.027740741
3,0.05,1,9,3,0.111407407,0.022
3,0.05,1,9,4,0.059037037,0.021444444
3,0.05,1,9,5,0.01262963,0.025222222
3,0.05,1,17,1,-0.136333333,-0.079518519
3,0.05,1,17,2,-0.016962963,-0.045407407
3,0.05,1,17,3,-0.026666667,-0.048148148
3,0.05,1,17,4,-0.078296296,-0.041666667
3,0.05,1,17,5,-0.098481481,-0.032037037
3,0.05,1,25,1,-0.143703704,-0.087555556
3,0.05,1,25,2,-0.120814815,-0.084259259
3,0.05,1,25,3,-0.068518519,-0.064666667
3,0.05,1,25,4,-0.078740741,-0.054222222
3,0.05,1,25,5,-0.111925926,-0.046814815
3,0.05,2,1,1,-0.066,-0.016407407
3,0.05,2,1,2,0.026,0.007814815
3,0.05,2,1,3,0.079222222,0.014333333
3,0.05,2,1,4,0.011888889,0.00837037
3,0.05,2,1,5,0.027925926,0.008185185
3,0.05,2,9,1,-0.341185185,-0.119666667
3,0.05,2,9,2,-0.142296296,-0.048814815
3,0.05,2,9,3,-0.107925926,-0.02237037
3,0.05,2,9,4,-0.147962963,-0.015
3,0.05,2,9,5,-0.090555556,0.005
3,0.05,2,17,1,-0.422185185,-0.138037037
3,0.05,2,17,2,-0.283740741,-0.107703704
3,0.05,2,17,3,-0.21362963,-0.070407407
3,0.05,2,17,4,-0.254074074,-0.060703704
3,0.05,2,17,5,-0.178333333,-0.034333333
3,0.05,2,25,1,-0.436111111,-0.142148148
3,0.05,2,25,2,-0.382777778,-0.132851852
3,0.05,2,25,3,-0.267814815,-0.091555556
3,0.05,2,25,4,-0.291148148,-0.080518519
3,0.05,2,25,5,-0.215407407,-0.049222222
3,0.05,3,1,1,-0.041925926,-0.004518519
3,0.05,3,1,2,0.012037037,0.006740741
3,0.05,3,1,3,0.029074074,0.005703704
3,0.05,3,1,4,0.004518519,0.001814815
3,0.05,3,1,5,0.049888889,0.006074074
3,0.05,3,9,1,-0.252037037,-0.055814815
3,0.05,3,9,2,-0.142,-0.027407407
3,0.05,3,9,3,-0.089555556,-0.017185185
3,0.05,3,9,4,-0.171481481,-0.017814815
3,0.05,3,9,5,-0.097851852,-0.008148148
3,0.05,3,17,1,-0.349111111,-0.069296296
3,0.05,3,17,2,-0.250703704,-0.051703704
3,0.05,3,17,3,-0.163037037,-0.032037037
3,0.05,3,17,4,-0.245333333,-0.033851852
3,0.05,3,17,5,-0.117407407,-0.017444444
3,0.05,3,25,1,-0.365518519,-0.073703704
3,0.05,3,25,2,-0.324925926,-0.067148148
3,0.05,3,25,3,-0.215037037,-0.048074074
3,0.05,3,25,4,-0.303888889,-0.046962963
3,0.05,3,25,5,-0.152888889,-0.02437037
3,0.05,4,1,1,-0.092111111,-0.007666667
3,0.05,4,1,2,-0.023888889,-0.000185185
3,0.05,4,1,3,-0.02637037,-0.000740741
3,0.05,4,1,4,0.016074074,0.003
3,0.05,4,1,5,0.018592593,0.003555556
3,0.05,4,9,1,-0.128296296,-0.030148148
3,0.05,4,9,2,-0.07962963,-0.015555556
3,0.05,4,9,3,-0.085074074,-0.014444444
3,0.05,4,9,4,-0.119592593,-0.013074074
3,0.05,4,9,5,-0.116740741,-0.009888889
3,0.05,4,17,1,-0.191222222,-0.031555556
3,0.05,4,17,2,-0.099296296,-0.021407407
